,TravelMotives,Population,TravelModes,RegionCharacteristics,Periods,Trip in a year,Km travelled in a year,Hours travelled in a year,UserId
6186,2030200,A048710,A018984,PV25    ,2022JJ00,      76,     166,    15.7,585
6187,2030190,A048710,T001093,PV22    ,2022JJ00,      40,     466,    12.4,1676
6188,2030230,A048709,A048583,PV25    ,2020JJ00,      41,     729,    17.8,2227
6189,2030190,A048709,A018986,PV26    ,2019JJ00,       .,       .,       .,1334
6190,2030170,A048709,A018986,PV22    ,2019JJ00,       .,       .,       .,1916
6191,2030220,A048709,A018984,PV26    ,2020JJ00,      21,      89,     6.9,3377
6192,2030230,A048709,A018981,PV27    ,2018JJ00,       5,     281,     7.9,3308
6193,2030230,A048709,A018982,PV24    ,2019JJ00,       .,       .,       .,1238
6194,2030210,A048710,T001093,PV21    ,2022JJ00,      63,     734,    26.2,671
6195,2030190,A048709,A018985,PV24    ,2020JJ00,       .,       .,       .,612
6196,2030190,A048710,A018982,PV26    ,2020JJ00,       .,       .,       .,1184
6197,2030190,A048709,A018985,PV25    ,2018JJ00,       .,       .,       .,2631
6198,2030240,A048710,A018985,PV23    ,2020JJ00,      74,     242,    53.4,274
6199,2820740,A048709,A048583,PV25    ,2022JJ00,      19,     517,     9.9,1320
6200,2030220,A048709,A018984,PV28    ,2022JJ00,      17,      62,,1856
6201,2030220,A048710,A018984,PV24    ,2020JJ00,       .,       .,       .,227
6202,2030170,A048710,A018984,PV25    ,2020JJ00,      38,     158,    10.8,1903
6203,2030220,A048709,A048583,PV28    ,2021JJ00,      31,     864,    17.7,1508
6204,2820740,A048709,A018986,PV27    ,2018JJ00,       5,       .,     3.2,1501
6205,2030200,A048709,A018984,PV25    ,2018JJ00,      71,     154,    14.3,2449
6206,2030230,A048710,A018986,PV29    ,2022JJ00,       .,       .,       .,2928
6207,2820740,A048709,A018984,PV26    ,2018JJ00,       .,       .,       .,1169
6208,2030190,A048709,A018984,PV23    ,2021JJ00,       .,       .,       .,2340
6209,2030200,A048709,A018981,PV31    ,2022JJ00,       .,       .,       .,2260
6210,2030210,A048710,A048583,PV27    ,2021JJ00,       .,       .,       .,2489
6211,2030230,A048709,A018984,PV30    ,2021JJ00,      36,     172,    15.1,310
6212,2030230,A048709,T001093,PV23    ,2020JJ00,     114,    1467,    55.8,971
6213,2030170,A048710,A018985,PV21    ,2018JJ00,       .,       .,       .,2405
6214,2030240,A048710,A018981,PV29    ,2019JJ00,       .,       .,       .,884
6215,2030240,A048709,A048583,PV22    ,2020JJ00,       .,       .,       .,3274
6216,2030240,A048709,A018986,PV28    ,2021JJ00,       .,       .,       .,2885
6217,2030210,A048709,A018984,PV22    ,2022JJ00,       .,       .,       .,1325
6218,2030240,A048709,A048584,PV26    ,2022JJ00,       3,      98,     3.9,394
6219,2030240,A048710,A048583,PV29    ,2022JJ00,       .,       .,       .,836
6220,2030170,A048709,A048584,PV27    ,2019JJ00,       6,     125,     3.0,95
6221,2030240,A048710,A048583,PV24    ,2021JJ00,       .,       .,       .,1923
6222,2030210,A048709,A018982,PV30    ,2020JJ00,       .,       .,       .,2618
6223,2030240,A048710,T001093,PV26    ,2018JJ00,      56,     582,    61.1,1942
6224,2030230,A048710,A018984,PV25    ,2022JJ00,      64,     279,    26.9,2707
6225,2030190,A048709,T001093,PV24    ,2020JJ00,      23,     287,     6.8,2969
6226,2820740,A048709,A048583,PV20    ,2021JJ00,       .,       .,       .,3107
6227,2820740,A048709,A018986,PV25    ,2019JJ00,      11,     332,     6.4,90
6228,2030210,A048709,A048584,PV31    ,2020JJ00,       .,       .,       .,323
6229,2030190,A048709,T001093,PV23    ,2022JJ00,      36,     334,    11.3,2842
6230,2030220,A048709,A048583,PV25    ,2022JJ00,      42,    1194,    23.2,353
6231,2030220,A048709,A018981,PV28    ,2022JJ00,       3,     186,     4.3,1506
6232,2030200,A048710,A018982,PV25    ,2020JJ00,       .,       .,       .,279
6233,2030170,A048710,A018982,PV21    ,2020JJ00,       .,       .,       .,2337
6234,2030250,A048710,A018986,PV22    ,2018JJ00,       .,       .,       .,1431
6235,2030190,A048710,A048583,PV31    ,2021JJ00,      14,     127,     3.7,3102
6236,2030190,A048709,A048583,PV31    ,2018JJ00,      16,     186,     5.1,1569
6237,2820740,A048709,A018984,PV25    ,2019JJ00,       .,       .,       .,988
6238,2030220,A048709,A048584,PV27    ,2019JJ00,      14,     470,     9.6,2604
6239,2030210,A048710,A018981,PV24    ,2020JJ00,       .,       .,       .,1917
6240,2030250,A048709,A018984,PV26    ,2019JJ00,      35,      76,     6.6,3268
6241,2030230,A048710,A048584,PV24    ,2022JJ00,      39,     994,    21.8,795
6242,2030170,A048709,A018985,PV27    ,2019JJ00,       7,      36,     2.0,2111
6243,2030200,A048709,A018981,PV21    ,2022JJ00,       .,       .,       .,2818
6244,2030240,A048709,A018982,PV31    ,2018JJ00,       .,       .,       .,2960
6245,2030170,A048709,T001093,PV28    ,2019JJ00,     195,    3504,   105.1,2475
6246,2820740,A048709,A018982,PV24    ,2021JJ00,       .,       .,       .,802
6247,2030240,A048710,A018985,PV23    ,2019JJ00,      43,     140,    29.1,2710
6248,2030240,A048710,A018981,PV31    ,2020JJ00,       .,       .,       .,2711
6249,2820740,A048709,A018985,PV27    ,2019JJ00,       .,       .,       .,2563
6250,2030250,A048710,A048583,PV29    ,2021JJ00,      57,     784,    17.7,2515
6251,2030190,A048709,A018985,PV29    ,2021JJ00,       .,       .,       .,2965
6252,2820740,A048710,A018985,PV20    ,2021JJ00,       .,       .,       .,347
6253,2030220,A048710,T001093,PV25    ,2018JJ00,     113,    2515,    54.7,2468
6254,2030210,A048709,A018985,PV22    ,2018JJ00,       .,       .,       .,2909
6255,2030220,A048709,A018981,PV26    ,2019JJ00,       6,     388,     8.8,202
6256,2030190,A048709,A018984,PV27    ,2020JJ00,       7,      21,     1.9,1986
6257,2820740,A048709,A018982,PV23    ,2022JJ00,       .,       .,       .,2575
6258,2030200,A048710,A018982,PV20    ,2022JJ00,       .,       .,       .,2902
6259,2030220,A048709,A018981,PV20    ,2021JJ00,       .,       .,       .,203
6260,2030210,A048709,A018981,PV30    ,2020JJ00,       .,       .,       .,2875
6261,2030220,A048710,A018984,PV30    ,2022JJ00,      25,      93,     7.6,58
6262,2030240,A048710,A048583,PV26    ,2022JJ00,       6,     140,     6.7,1611
6263,2030210,A048710,A018982,PV29    ,2020JJ00,       .,       .,       .,1542
6264,2030190,A048710,A018982,PV25    ,2018JJ00,       .,       .,       .,660
6265,2030250,A048710,A018981,PV21    ,2019JJ00,       .,       .,       .,3232
6266,2030210,A048710,A048583,PV28    ,2019JJ00,       4,      98,     2.3,1907
6267,2030250,A048710,A048584,PV20    ,2022JJ00,       .,       .,       .,1127
6268,2030250,A048709,A018984,PV25    ,2018JJ00,      31,      62,     5.5,1419
6269,2030240,A048709,A018981,PV23    ,2020JJ00,       .,       .,       .,3033
6270,2030210,A048709,T001093,PV23    ,2020JJ00,      35,     334,,2416
6271,2820740,A048709,A018985,PV22    ,2020JJ00,       .,       .,       .,2676
6272,2030220,A048709,T001093,PV29    ,2019JJ00,      80,    2343,    45.9,2099
6273,2030170,A048709,A048583,PV29    ,2020JJ00,      80,    1465,    29.2,56
6274,2820740,A048709,A018986,PV27    ,2019JJ00,       7,       .,     4.5,5
6275,2030190,A048710,A018986,PV23    ,2022JJ00,       .,       .,       .,959
6276,2030230,A048710,A018982,PV21    ,2022JJ00,       .,       .,       .,3118
6277,2820740,A048709,A018986,PV20    ,2019JJ00,       .,       .,       .,1532
6278,2030240,A048709,A048584,PV26    ,2018JJ00,       .,       .,       .,1225
6279,2030170,A048709,A018985,PV25    ,2021JJ00,       7,       9,     1.4,2390
6280,2030240,A048710,A018986,PV25    ,2019JJ00,       .,       .,       .,2587
6281,2030210,A048709,A018984,PV29    ,2018JJ00,       .,       .,       .,1742
6282,2030200,A048710,A018986,PV23    ,2019JJ00,       .,       .,       .,870
6283,2030230,A048710,A018986,PV22    ,2019JJ00,       .,       .,       .,3183
6284,2030250,A048710,A018982,PV21    ,2018JJ00,       .,       .,       .,3361
6285,2030190,A048709,T001093,PV21    ,2021JJ00,      32,     255,     8.3,3001
6286,2030170,A048710,A048584,PV27    ,2021JJ00,       4,      89,     2.1,2052
6287,2030240,A048710,A048583,PV31    ,2020JJ00,       7,     130,     8.5,759
6288,2030230,A048709,A018986,PV26    ,2021JJ00,       4,       .,     3.1,760
6289,2030220,A048709,A018981,PV24    ,2022JJ00,       .,       .,       .,239
6290,2030170,A048710,A048583,PV27    ,2022JJ00,      58,    1426,    30.2,953
6291,2030220,A048710,A018985,PV22    ,2020JJ00,       .,       .,       .,1593
6292,2030200,A048709,A048583,PV25    ,2020JJ00,      82,     592,    17.8,2287
6293,2030200,A048710,A018986,PV24    ,2021JJ00,       .,       .,       .,622
6294,2030170,A048710,A018986,PV22    ,2019JJ00,       .,       .,       .,2410
6295,2820740,A048709,T001093,PV20    ,2019JJ00,      36,    1035,    20.0,3450
6296,2030230,A048710,A018982,PV28    ,2021JJ00,       3,      45,     2.7,2343
6297,2030210,A048709,A018984,PV25    ,2018JJ00,      33,     170,    12.4,965
6298,2030200,A048709,A048584,PV20    ,2019JJ00,       .,       .,       .,2970
6299,2030210,A048710,A018984,PV23    ,2021JJ00,      32,     128,     9.6,3064
6300,2030210,A048709,A018984,PV26    ,2018JJ00,      33,     182,    13.1,1731
6301,2030200,A048710,T001093,PV27    ,2020JJ00,     198,     800,    45.1,699
6302,2030220,A048709,A048583,PV27    ,2022JJ00,      31,     937,    17.4,1914
6303,2030190,A048710,A018981,PV20    ,2019JJ00,       .,       .,       .,1058
6304,2030200,A048709,A018985,PV31    ,2021JJ00,      46,      39,     9.1,631
6305,2030240,A048710,A018981,PV21    ,2019JJ00,       .,       .,       .,2109
6306,2030240,A048709,A018984,PV20    ,2018JJ00,      12,     221,    22.9,2244
6307,2030220,A048709,A018986,PV31    ,2018JJ00,       .,       .,       .,195
6308,2030210,A048710,A018982,PV20    ,2018JJ00,       .,       .,       .,965
6309,2030190,A048710,A018981,PV20    ,2020JJ00,       .,       .,       .,1371
6310,2030200,A048709,A018985,PV31    ,2018JJ00,      39,      39,     7.6,1187
6311,2030210,A048709,A018986,PV26    ,2021JJ00,       .,       .,       .,1561
6312,2030230,A048709,A018985,PV22    ,2021JJ00,       .,       .,       .,330
6313,2030230,A048710,A018985,PV28    ,2020JJ00,      31,     103,    23.4,2655
6314,2030230,A048709,A018982,PV27    ,2021JJ00,       4,      47,     3.6,3299
6315,2030220,A048710,A018982,PV23    ,2019JJ00,       .,       .,       .,2569
6316,2030210,A048710,A018986,PV22    ,2022JJ00,       .,       .,       .,2938
6317,2030230,A048710,A048583,PV27    ,2021JJ00,      30,     665,    16.0,1561
6318,2030200,A048710,A048584,PV27    ,2021JJ00,      16,     158,     4.7,2346
6319,2820740,A048710,A018985,PV28    ,2021JJ00,       .,       .,       .,3302
6320,2030230,A048710,A018985,PV21    ,2021JJ00,      28,      89,    22.6,2734
6321,2030230,A048710,A018986,PV20    ,2020JJ00,       .,       .,       .,3302
6322,2030240,A048710,A018981,PV22    ,2020JJ00,       .,       .,       .,1454
6323,2820740,A048710,A048584,PV22    ,2019JJ00,       .,       .,       .,961
6324,2030190,A048710,T001093,PV20    ,2020JJ00,      25,     223,     7.0,686
6325,2030190,A048709,A048584,PV23    ,2022JJ00,       .,       .,       .,796
6326,2030170,A048709,T001093,PV21    ,2019JJ00,     192,    4096,    82.2,1417
6327,2030210,A048710,A048583,PV22    ,2019JJ00,       .,       .,       .,3310
6328,2030220,A048709,A018981,PV31    ,2018JJ00,       .,       .,       .,981
6329,2030210,A048710,A018982,PV20    ,2022JJ00,       .,       .,       .,178
6330,2030240,A048710,A018981,PV26    ,2019JJ00,       .,       .,       .,2009
6331,2030210,A048710,A018982,PV28    ,2020JJ00,       4,      54,     2.7,875
6332,2030230,A048710,A048583,PV22    ,2020JJ00,      34,     402,    12.3,2010
6333,2030220,A048709,A018981,PV21    ,2019JJ00,       .,       .,       .,1502
6334,2030190,A048709,A018985,PV26    ,2019JJ00,       .,       .,       .,2325
6335,2820740,A048710,A018986,PV28    ,2022JJ00,       5,     135,     3.0,3105
6336,2030200,A048709,A048583,PV30    ,2022JJ00,      89,     553,    18.5,1500
6337,2030210,A048710,T001093,PV31    ,2022JJ00,      57,     517,    19.8,1530
6338,2030200,A048709,A018984,PV27    ,2018JJ00,      72,     146,    14.5,1363
6339,2030250,A048710,A018984,PV24    ,2018JJ00,      23,      43,     4.0,959
6340,2030250,A048709,A018985,PV22    ,2019JJ00,       .,       .,       .,3228
6341,2030210,A048710,T001093,PV20    ,2018JJ00,      93,     763,    32.5,2814
6342,2030230,A048709,A048584,PV20    ,2019JJ00,      22,     535,    14.3,3133
6343,2030170,A048709,A018981,PV28    ,2018JJ00,      16,     576,    16.7,2226
6344,2030230,A048709,A018985,PV31    ,2019JJ00,      23,      62,    12.1,597
6345,2030210,A048710,T001093,PV30    ,2022JJ00,      65,     632,    25.8,11
6346,2030190,A048710,A018984,PV23    ,2020JJ00,       .,       .,       .,1751
6347,2820740,A048710,A018982,PV29    ,2022JJ00,       .,       .,       .,2072
6348,2030200,A048709,A018986,PV28    ,2021JJ00,       6,      25,     1.5,1448
6349,2820740,A048709,A018982,PV28    ,2019JJ00,       .,       .,       .,862
6350,2030240,A048709,A018985,PV26    ,2020JJ00,      75,     232,    56.9,1283
6351,2030220,A048709,A048584,PV30    ,2020JJ00,      19,     445,     8.9,2623
6352,2030250,A048710,A048584,PV23    ,2020JJ00,       .,       .,       .,1553
6353,2030190,A048709,T001093,PV29    ,2019JJ00,       .,       .,       .,2817
6354,2030240,A048709,A048584,PV29    ,2022JJ00,       .,       .,       .,3067
6355,2030170,A048709,A018981,PV22    ,2020JJ00,       .,       .,       .,1280
6356,2030240,A048710,A018982,PV23    ,2018JJ00,       .,       .,       .,2810
6357,2030170,A048710,A018984,PV31    ,2021JJ00,      26,     110,     9.0,660
6358,2030250,A048709,A018985,PV24    ,2018JJ00,       .,       .,       .,1762
6359,2030200,A048710,T001093,PV22    ,2020JJ00,     198,    1134,    43.8,2678
6360,2030220,A048710,A048584,PV31    ,2020JJ00,      19,     285,     6.4,594
6361,2820740,A048710,A048584,PV29    ,2021JJ00,       .,       .,       .,72
6362,2030250,A048710,A018985,PV31    ,2021JJ00,      22,      16,     3.5,3370
6363,2030240,A048709,A048584,PV31    ,2019JJ00,       .,       .,       .,713
6364,2030210,A048709,A018986,PV30    ,2022JJ00,       .,       .,       .,1102
6365,2030250,A048710,A018981,PV27    ,2019JJ00,       .,       .,       .,3432
6366,2030240,A048710,A048584,PV25    ,2021JJ00,       5,     149,     7.3,1374
6367,2030190,A048710,A018982,PV23    ,2021JJ00,       .,       .,       .,701
6368,2030200,A048709,A018986,PV21    ,2022JJ00,       .,       .,       .,457
6369,2030190,A048709,A018984,PV26    ,2020JJ00,       8,      20,     1.7,1568
6370,2030240,A048709,A018985,PV22    ,2022JJ00,      99,     299,    67.3,2306
6371,2030190,A048709,A018984,PV29    ,2019JJ00,       .,       .,       .,955
6372,2030210,A048710,A018986,PV24    ,2021JJ00,       .,       .,       .,2102
6373,2030220,A048709,A018985,PV24    ,2019JJ00,       .,       .,       .,2905
6374,2030170,A048709,A018986,PV29    ,2018JJ00,       .,       .,       .,3496
6375,2030210,A048709,A048584,PV24    ,2018JJ00,       .,       .,       .,738
6376,2820740,A048710,A018981,PV31    ,2022JJ00,       .,       .,       .,1238
6377,2030220,A048710,A018981,PV23    ,2018JJ00,       .,       .,       .,559
6378,2030210,A048710,A018981,PV26    ,2022JJ00,       4,     167,     5.2,2954
6379,2030170,A048709,A018985,PV27    ,2018JJ00,      11,      37,     2.2,2090
6380,2030210,A048709,A048583,PV22    ,2022JJ00,       .,       .,       .,2648
6381,2030240,A048709,A048583,PV22    ,2021JJ00,       .,       .,       .,1809
6382,2030230,A048710,T001093,PV27    ,2022JJ00,     179,    1974,    96.7,3256
6383,2030200,A048710,A018981,PV27    ,2018JJ00,       .,       .,       .,820
6384,2030240,A048710,A018985,PV30    ,2019JJ00,      46,     151,    36.8,1563
6385,2030220,A048710,A018986,PV22    ,2019JJ00,       .,       .,       .,2861
6386,2030200,A048709,A048584,PV25    ,2020JJ00,      22,     177,     5.5,2946
6387,2030200,A048710,A048584,PV31    ,2020JJ00,      25,     214,     6.6,1856
6388,2030210,A048709,A018984,PV22    ,2021JJ00,       .,       .,       .,1298
6389,2820740,A048709,A018982,PV31    ,2018JJ00,       .,       .,       .,1490
6390,2030250,A048709,A018982,PV24    ,2019JJ00,       .,       .,       .,754
6391,2030190,A048709,A018984,PV26    ,2019JJ00,      12,      27,     2.4,499
6392,2030250,A048710,A048583,PV29    ,2022JJ00,      50,     607,    14.4,1231
6393,2820740,A048709,A018981,PV28    ,2019JJ00,       2,     100,     2.5,2233
6394,2820740,A048710,A018985,PV30    ,2021JJ00,       .,       .,       .,274
6395,2030170,A048709,A018984,PV21    ,2020JJ00,      45,     157,    10.9,3215
6396,2030250,A048709,T001093,PV27    ,2022JJ00,     112,     955,    34.5,1733
6397,2030250,A048710,A018982,PV29    ,2018JJ00,       .,       .,       .,2499
6398,2820740,A048709,A048584,PV21    ,2021JJ00,       .,       .,       .,3515
6399,2030240,A048710,A048584,PV28    ,2021JJ00,       3,      98,     5.4,2843
6400,2030170,A048710,A018986,PV28    ,2018JJ00,      13,     330,     7.9,2514
6401,2030240,A048710,A018984,PV23    ,2018JJ00,      13,     218,    23.2,2278
6402,2030200,A048709,A018981,PV29    ,2018JJ00,       .,       .,       .,1312
6403,2820740,A048709,T001093,PV27    ,2021JJ00,      26,     521,    13.3,1680
6404,2030250,A048709,A048584,PV23    ,2019JJ00,      12,       .,       .,595
6405,2030170,A048710,A018984,PV28    ,2018JJ00,      49,     244,    16.3,1679
6406,2030170,A048710,A018984,PV24    ,2020JJ00,      28,      96,     7.0,1914
6407,2030230,A048710,A018985,PV27    ,2018JJ00,      33,      89,    17.8,1183
6408,2030200,A048710,A018982,PV27    ,2022JJ00,       5,      38,     2.6,1334
6409,2030250,A048710,T001093,PV23    ,2022JJ00,     129,    1142,    34.9,2910
6410,2030230,A048710,A018986,PV25    ,2018JJ00,       .,       .,       .,2230
6411,2030210,A048710,A018982,PV27    ,2019JJ00,       7,     108,     5.0,2994
6412,2030240,A048710,A018984,PV28    ,2018JJ00,      10,     171,    18.7,2807
6413,2030200,A048710,A048583,PV22    ,2018JJ00,      89,     784,    21.1,2794
6414,2030220,A048710,T001093,PV27    ,2020JJ00,      74,    1309,    34.5,882
6415,2030200,A048709,A048583,PV24    ,2020JJ00,      93,     805,    21.6,2240
6416,2820740,A048710,A018986,PV27    ,2022JJ00,       5,       .,     2.8,215
6417,2030250,A048709,A018984,PV25    ,2022JJ00,      31,      62,     5.4,2186
6418,2030200,A048709,A018984,PV29    ,2019JJ00,      59,     105,    10.4,3013
6419,2030170,A048709,A018981,PV23    ,2020JJ00,       .,       .,       .,2199
6420,2030220,A048710,A018981,PV31    ,2019JJ00,       .,       .,       .,784
6421,2030170,A048709,A048583,PV25    ,2021JJ00,      81,    1859,    37.3,664
6422,2030190,A048710,A018981,PV25    ,2018JJ00,       .,       .,       .,348
6423,2030220,A048710,T001093,PV31    ,2022JJ00,     100,    1721,    41.8,464
6424,2030240,A048709,A018982,PV22    ,2022JJ00,       .,       .,       .,3256
6425,2030190,A048709,A018982,PV28    ,2018JJ00,       .,       .,       .,1599
6426,2030210,A048709,A048583,PV22    ,2019JJ00,       .,       .,       .,957
6427,2030250,A048709,A018984,PV25    ,2020JJ00,      28,      55,     4.8,1511
6428,2030200,A048710,A018982,PV27    ,2021JJ00,       4,      28,     2.3,1517
6429,2030250,A048710,A018982,PV22    ,2021JJ00,       .,       .,       .,286
6430,2030220,A048710,A018981,PV25    ,2022JJ00,       .,       .,       .,384
6431,2030170,A048710,A048583,PV20    ,2021JJ00,      59,    1361,    26.0,2098
6432,2820740,A048710,A018984,PV20    ,2022JJ00,       .,       .,       .,2733
6433,2030220,A048710,A048583,PV24    ,2018JJ00,      36,    1388,    23.4,3332
6434,2030230,A048709,A018981,PV29    ,2021JJ00,       .,       .,       .,1275
6435,2030230,A048710,A018984,PV29    ,2018JJ00,      51,     259,    23.8,527
6436,2030230,A048709,A018982,PV29    ,2018JJ00,       .,       .,       .,21
6437,2030250,A048709,T001093,PV29    ,2020JJ00,     127,    1358,    36.3,2268
6438,2030200,A048710,A018986,PV21    ,2020JJ00,       .,       .,       .,2731
6439,2030220,A048709,A018981,PV31    ,2021JJ00,       .,       .,       .,420
6440,2030220,A048709,T001093,PV26    ,2019JJ00,      97,    2740,    59.0,503
6441,2030200,A048709,A048584,PV25    ,2019JJ00,      20,     255,     8.1,2533
6442,2030170,A048710,T001093,PV20    ,2019JJ00,     174,    3550,    79.0,3253
6443,2820740,A048710,A018982,PV27    ,2020JJ00,       .,       .,       .,1685
6444,2030210,A048710,A018984,PV24    ,2020JJ00,      29,     102,     7.9,1594
6445,2030170,A048709,A018982,PV27    ,2021JJ00,       7,      87,     5.3,901
6446,2030250,A048710,A018982,PV20    ,2022JJ00,       .,       .,       .,432
6447,2030190,A048710,A018986,PV22    ,2021JJ00,       .,       .,       .,2462
6448,2030220,A048709,A018986,PV22    ,2018JJ00,       .,       .,       .,2692
6449,2030170,A048710,A018981,PV29    ,2022JJ00,       .,       .,       .,2202
6450,2030230,A048710,A018982,PV23    ,2021JJ00,       .,       .,       .,3271
6451,2820740,A048709,A018985,PV29    ,2018JJ00,       .,       .,       .,319
6452,2030250,A048709,A018985,PV25    ,2021JJ00,      18,      18,     3.6,101
6453,2030210,A048709,A018981,PV21    ,2021JJ00,       .,       .,       .,2146
6454,2030200,A048710,A048584,PV25    ,2022JJ00,      24,     246,     6.9,857
6455,2030210,A048710,A018984,PV29    ,2021JJ00,       .,       .,       .,1011
6456,2030240,A048709,T001093,PV31    ,2022JJ00,     113,     805,   115.3,1150
6457,2030220,A048709,A048584,PV29    ,2018JJ00,       .,       .,       .,1045
6458,2030170,A048710,T001093,PV26    ,2021JJ00,     127,    2350,    59.7,2424
6459,2030230,A048709,A048584,PV28    ,2022JJ00,      23,     493,    12.5,1835
6460,2030200,A048710,A048583,PV22    ,2021JJ00,     101,     763,    22.5,2150
6461,2030250,A048709,A018981,PV24    ,2021JJ00,       .,       .,       .,2183
6462,2030200,A048709,A018982,PV30    ,2021JJ00,       .,       .,       .,1843
6463,2030240,A048709,A018982,PV24    ,2020JJ00,       .,       .,       .,1285
6464,2030240,A048710,A018986,PV29    ,2020JJ00,       .,       .,       .,2999
6465,2030190,A048710,A018985,PV29    ,2022JJ00,       .,       .,       .,1655
6466,2030230,A048710,A018985,PV24    ,2022JJ00,      27,      75,    18.7,1960
6467,2030250,A048710,A048583,PV28    ,2022JJ00,      49,     544,    15.5,348
6468,2030220,A048710,A018981,PV26    ,2021JJ00,       3,     190,     4.6,3222
6469,2030170,A048709,A018982,PV20    ,2018JJ00,       .,       .,       .,2066
6470,2030190,A048710,A018985,PV27    ,2022JJ00,       4,       4,     0.8,2622
6471,2030200,A048710,A018986,PV25    ,2022JJ00,       .,       .,       .,1662
6472,2030210,A048710,A048583,PV25    ,2021JJ00,       .,       .,       .,3459
6473,2030170,A048710,A048583,PV25    ,2020JJ00,      77,    1804,    35.5,2862
6474,2030230,A048709,A048584,PV30    ,2019JJ00,      29,     678,    15.5,2327
6475,2030200,A048710,A018985,PV24    ,2019JJ00,      38,      37,     8.2,2544
6476,2030220,A048709,A048584,PV20    ,2019JJ00,       .,       .,       .,2472
6477,2030190,A048710,A018986,PV24    ,2021JJ00,       .,       .,       .,917
6478,2030240,A048710,A018984,PV27    ,2019JJ00,      10,     144,    20.0,2208
6479,2030220,A048709,T001093,PV25    ,2022JJ00,     100,    2193,    51.4,351
6480,2030230,A048709,A018985,PV25    ,2020JJ00,      21,      75,    12.2,2280
6481,2030240,A048709,A018986,PV28    ,2019JJ00,       .,       .,       .,519
6482,2030170,A048710,A048584,PV23    ,2021JJ00,       .,       .,       .,963
6483,2820740,A048709,A018984,PV28    ,2019JJ00,       6,      24,     1.8,465
6484,2030170,A048709,A048584,PV23    ,2021JJ00,       .,       .,       .,2066
6485,2030170,A048710,A018982,PV24    ,2022JJ00,       .,       .,       .,2284
6486,2030210,A048709,A018984,PV29    ,2022JJ00,       .,       .,       .,2122
6487,2030170,A048710,A048583,PV24    ,2021JJ00,      82,    2375,    40.5,254
6488,2030220,A048709,A018982,PV25    ,2019JJ00,       .,       .,       .,1115
6489,2820740,A048710,A018986,PV29    ,2021JJ00,       .,       .,       .,397
6490,2820740,A048710,A018982,PV29    ,2020JJ00,       .,       .,       .,2722
6491,2030250,A048710,A048583,PV26    ,2021JJ00,      50,     758,    17.6,141
6492,2030210,A048709,A018986,PV25    ,2020JJ00,       .,       .,       .,2990
6493,2030230,A048710,A018982,PV23    ,2020JJ00,       .,       .,       .,3330
6494,2030240,A048710,A048584,PV20    ,2022JJ00,       .,       .,       .,1740
6495,2030170,A048709,A048584,PV26    ,2019JJ00,       .,       .,       .,535
6496,2030240,A048710,A048584,PV23    ,2018JJ00,       .,       .,       .,2704
6497,2030250,A048709,T001093,PV28    ,2022JJ00,     115,     966,    34.2,2934
6498,2820740,A048709,A018986,PV27    ,2022JJ00,       5,       .,     3.0,2571
6499,2030230,A048709,A018982,PV29    ,2022JJ00,       .,       .,       .,3331
6500,2030230,A048709,A018982,PV25    ,2018JJ00,       .,       .,       .,1909
6501,2030210,A048710,A048583,PV22    ,2018JJ00,       .,       .,       .,1752
6502,2030250,A048709,A018984,PV23    ,2021JJ00,      31,      62,     5.8,1220
6503,2030190,A048709,A018984,PV22    ,2018JJ00,       .,       .,       .,3048
6504,2030170,A048709,A048584,PV24    ,2019JJ00,       .,       .,       .,2171
6505,2820740,A048710,A018981,PV24    ,2018JJ00,       .,       .,       .,1292
6506,2030230,A048709,A018986,PV31    ,2021JJ00,       .,       .,       .,1728
6507,2030220,A048709,A018984,PV21    ,2018JJ00,      24,      68,     5.1,2695
6508,2820740,A048709,T001093,PV31    ,2018JJ00,      26,     957,    17.2,3380
6509,2030240,A048710,A048583,PV30    ,2022JJ00,       6,     169,     7.5,2652
6510,2030200,A048709,A018986,PV31    ,2018JJ00,       .,       .,       .,2168
6511,2030170,A048710,A018984,PV20    ,2022JJ00,      53,     225,    16.0,1807
6512,2030210,A048709,A018984,PV20    ,2018JJ00,      41,     159,    12.1,1707
6513,2030240,A048709,A048584,PV31    ,2021JJ00,       .,       .,       .,215
6514,2030190,A048710,A018986,PV25    ,2020JJ00,       .,       .,       .,1563
6515,2030240,A048709,A018986,PV21    ,2021JJ00,       .,       .,       .,54
6516,2030210,A048710,T001093,PV27    ,2021JJ00,      53,     420,    20.1,2828
6517,2030190,A048710,T001093,PV25    ,2018JJ00,      29,     249,     8.9,858
6518,2030250,A048709,A018985,PV24    ,2022JJ00,       .,       .,       .,3115
6519,2030250,A048710,T001093,PV21    ,2022JJ00,     108,    1032,    29.8,410
6520,2030200,A048709,A018981,PV22    ,2022JJ00,       .,       .,       .,3458
6521,2030170,A048709,A048583,PV30    ,2022JJ00,      97,    2202,    45.8,2746
6522,2030190,A048709,A018985,PV25    ,2022JJ00,       .,       .,       .,2830
6523,2030250,A048709,A018981,PV30    ,2019JJ00,       .,       .,       .,232
6524,2030220,A048709,T001093,PV24    ,2019JJ00,      86,    2266,    45.8,3010
6525,2030230,A048709,A018981,PV29    ,2020JJ00,       .,       .,       .,2966
6526,2030210,A048709,A048584,PV27    ,2020JJ00,       .,       .,       .,2806
6527,2030230,A048709,A018982,PV31    ,2019JJ00,       .,       .,       .,1142
